timestamp,message
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 183.91.206.100 12.0.1.36 44984 23 6 1 40 1728401765 1728401823 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 141.98.11.15 12.0.1.36 36549 61616 6 1 40 1728401837 1728401883 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 143.42.1.123 12.0.1.36 51795 55555 6 1 44 1728401837 1728401883 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 104.167.215.195 12.0.1.36 123 35660 17 1 76 1728401837 1728401883 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 104.167.215.195 35660 123 17 1 76 1728401837 1728401883 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 216.229.0.50 12.0.1.36 123 33066 17 1 76 1728401837 1728401883 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 216.229.0.50 33066 123 17 1 76 1728401837 1728401883 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 147.185.132.27 12.0.1.36 65067 3283 17 1 33 1728401837 1728401883 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 93.123.39.5 12.0.1.36 41749 27017 6 1 44 1728401837 1728401883 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 185.125.190.56 12.0.1.36 123 44142 17 1 76 1728401837 1728401883 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 185.125.190.56 44142 123 17 1 76 1728401837 1728401883 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 185.125.190.57 12.0.1.36 123 49398 17 1 76 1728401837 1728401883 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 185.125.190.57 49398 123 17 1 76 1728401837 1728401883 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 45.79.111.167 12.0.1.36 123 56958 17 1 76 1728401837 1728401883 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 45.79.111.167 56958 123 17 1 76 1728401837 1728401883 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 185.125.190.58 12.0.1.36 123 35362 17 1 76 1728401885 1728401943 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 185.125.190.58 35362 123 17 1 76 1728401885 1728401943 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 115.231.78.14 12.0.1.36 31296 800 6 1 44 1728401885 1728401943 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 94.102.49.193 12.0.1.36 20041 22 6 1 44 1728401885 1728401943 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 94.102.49.193 22 20041 6 6 264 1728401885 1728401943 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 91.189.91.157 12.0.1.36 123 53068 17 1 76 1728401885 1728401943 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 91.189.91.157 53068 123 17 1 76 1728401885 1728401943 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 198.74.58.148 12.0.1.36 40095 21201 6 1 44 1728401945 1728402003 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 13.64.49.182 12.0.1.36 60419 5672 6 1 40 1728401945 1728402003 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 79.137.7.65 12.0.1.36 32997 20763 6 1 60 1728401945 1728402003 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 89.248.163.200 12.0.1.36 40544 7077 6 1 40 1728401945 1728402003 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 170.187.163.133 12.0.1.36 57920 443 6 1 44 1728401945 1728402003 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 45.84.89.3 12.0.1.36 63099 4433 6 1 52 1728401945 1728402003 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 154.213.187.5 12.0.1.36 42431 8080 6 1 40 1728401945 1728402003 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 216.218.206.104 12.0.1.36 43640 8888 6 1 40 1728401945 1728402003 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 80.75.212.9 12.0.1.36 41539 10186 6 1 40 1728401945 1728402003 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 206.168.35.99 12.0.1.36 35358 6969 17 1 44 1728401945 1728402003 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 172.104.19.160 12.0.1.36 48680 49695 6 1 44 1728401945 1728402003 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 185.234.216.92 12.0.1.36 53006 4509 6 1 40 1728401945 1728402003 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 222.175.101.108 12.0.1.36 0 0 1 1 34 1728402011 1728402063 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 222.175.101.108 0 0 1 1 34 1728402011 1728402063 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 42.112.20.235 12.0.1.36 45184 5353 17 1 99 1728402011 1728402063 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 141.98.11.79 12.0.1.36 55593 61616 6 1 40 1728402011 1728402063 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 94.177.106.38 12.0.1.36 57911 5930 6 1 40 1728402073 1728402123 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 45.79.104.47 12.0.1.36 55478 7173 6 1 44 1728402073 1728402123 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 141.98.11.58 12.0.1.36 42068 10027 6 1 44 1728402129 1728402183 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 216.229.0.50 12.0.1.36 123 56433 17 1 76 1728402129 1728402183 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 216.229.0.50 56433 123 17 1 76 1728402129 1728402183 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 165.154.182.168 12.0.1.36 38605 1195 6 1 60 1728402129 1728402183 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 66.22.196.51 12.0.1.36 50028 36601 17 1 36 1728402129 1728402183 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 124.223.167.95 12.0.1.36 35603 23 6 1 40 1728402129 1728402183 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 180.250.196.141 12.0.1.36 41904 445 6 1 40 1728402129 1728402183 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 115.231.78.14 12.0.1.36 7726 8083 6 1 44 1728402129 1728402183 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 206.168.34.172 12.0.1.36 53516 18245 6 1 60 1728402195 1728402243 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 45.84.89.3 12.0.1.36 63105 4567 6 1 52 1728402195 1728402243 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 152.32.208.169 12.0.1.36 43606 1959 6 1 60 1728402195 1728402243 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 124.223.167.95 12.0.1.36 35603 23 6 1 40 1728402195 1728402243 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 47.251.69.72 12.0.1.36 0 0 1 1 50 1728402195 1728402243 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 47.251.69.72 0 0 1 1 50 1728402195 1728402243 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 64.62.197.178 12.0.1.36 53522 8111 6 1 40 1728402195 1728402243 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 92.63.197.210 12.0.1.36 55720 1018 6 1 40 1728402195 1728402243 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 78.153.140.176 12.0.1.36 57970 80 6 1 40 1728402195 1728402243 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 59.24.156.77 12.0.1.36 13646 23 6 1 40 1728402251 1728402303 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 95.214.55.138 12.0.1.36 50899 80 6 1 40 1728402251 1728402303 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 47.237.115.193 12.0.1.36 24762 8069 6 1 52 1728402251 1728402303 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 8.209.91.228 12.0.1.36 26975 6264 6 1 52 1728402251 1728402303 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 124.223.167.95 12.0.1.36 35603 23 6 1 40 1728402251 1728402303 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 80.66.83.47 12.0.1.36 52458 30205 6 1 44 1728402251 1728402303 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 154.213.184.18 12.0.1.36 35287 8080 6 1 40 1728402251 1728402303 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 47.251.91.82 12.0.1.36 15258 12181 6 1 52 1728402251 1728402303 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 65.49.1.31 12.0.1.36 35717 89 6 1 40 1728402251 1728402303 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 206.168.35.131 12.0.1.36 14736 771 6 1 60 1728402251 1728402303 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 143.42.164.34 12.0.1.36 35243 54321 6 1 44 1728402311 1728402363 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 154.213.185.150 12.0.1.36 39160 9200 6 1 44 1728402311 1728402363 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 117.210.171.207 12.0.1.36 20705 23 6 1 40 1728402311 1728402363 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 216.229.0.50 12.0.1.36 123 56726 17 1 76 1728402367 1728402423 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 216.229.0.50 56726 123 17 1 76 1728402367 1728402423 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 5.77.209.16 12.0.1.36 47594 23 6 1 40 1728402367 1728402423 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 104.167.215.195 12.0.1.36 123 43365 17 1 76 1728402367 1728402423 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 104.167.215.195 43365 123 17 1 76 1728402367 1728402423 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 162.142.125.138 12.0.1.36 27682 26876 6 1 60 1728402367 1728402423 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 185.242.226.27 12.0.1.36 46784 4353 6 1 40 1728402367 1728402423 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 162.142.125.86 12.0.1.36 1102 8545 6 1 60 1728402367 1728402423 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 206.168.34.173 12.0.1.36 61719 18084 6 1 60 1728402367 1728402423 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 104.45.233.31 12.0.1.36 57695 2638 6 1 40 1728402367 1728402423 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 13.64.192.122 12.0.1.36 53085 4840 6 1 40 1728402425 1728402483 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 3.141.165.160 12.0.1.36 34341 7006 6 1 52 1728402425 1728402483 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 152.32.199.20 12.0.1.36 51131 111 6 1 44 1728402425 1728402483 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 184.105.139.80 12.0.1.36 45704 9200 6 1 40 1728402425 1728402483 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 154.213.184.14 12.0.1.36 49882 5555 6 1 40 1728402425 1728402483 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 103.102.230.4 12.0.1.36 54676 8728 6 1 40 1728402425 1728402483 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 1.70.15.176 12.0.1.36 7823 23 6 1 40 1728402425 1728402483 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 205.210.31.238 12.0.1.36 52942 5900 6 1 44 1728402489 1728402543 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 154.213.184.15 12.0.1.36 40815 22 6 1 40 1728402489 1728402543 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 154.213.184.15 22 40815 6 6 264 1728402489 1728402543 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 51.89.16.31 12.0.1.36 25565 3847 6 1 40 1728402489 1728402543 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 139.144.239.74 12.0.1.36 36235 7771 6 1 44 1728402489 1728402543 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 151.80.91.210 12.0.1.36 26018 1000 6 1 60 1728402489 1728402543 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 95.217.170.43 12.0.1.36 443 24181 6 1 44 1728402489 1728402543 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 45.93.20.148 12.0.1.36 44598 3204 6 1 40 1728402489 1728402543 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 176.111.174.108 12.0.1.36 44536 3132 6 1 40 1728402489 1728402543 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 185.142.239.16 12.0.1.36 26200 8871 6 1 44 1728402489 1728402543 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 121.163.2.58 12.0.1.36 41963 23 6 1 40 1728402489 1728402543 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 45.84.89.3 12.0.1.36 63091 3390 6 1 52 1728402489 1728402543 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 163.47.36.34 12.0.1.36 60000 40322 6 1 40 1728402573 1728402604 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 108.165.46.202 12.0.1.36 5796 5060 17 1 442 1728402573 1728402604 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 51.89.16.31 12.0.1.36 25565 50526 6 1 40 1728402573 1728402604 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 107.173.182.183 12.0.1.36 52556 5921 6 1 44 1728402573 1728402604 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 143.42.0.20 12.0.1.36 38890 2202 6 1 44 1728402573 1728402604 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 216.229.0.50 12.0.1.36 123 51506 17 1 76 1728402623 1728402664 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 216.229.0.50 51506 123 17 1 76 1728402623 1728402664 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 104.40.85.204 12.0.1.36 33924 7547 6 1 40 1728402623 1728402664 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 95.217.170.43 12.0.1.36 443 52431 6 1 44 1728402623 1728402664 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 103.102.230.5 12.0.1.36 58556 8728 6 1 40 1728402623 1728402664 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 92.63.197.210 12.0.1.36 55720 1015 6 1 40 1728402623 1728402664 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 95.217.170.43 12.0.1.36 443 52431 6 2 88 1728402675 1728402724 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 45.84.89.2 12.0.1.36 63088 3260 6 1 52 1728402675 1728402724 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 119.167.222.135 12.0.1.36 58914 53 17 1 59 1728402675 1728402724 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 48.217.212.200 12.0.1.36 46022 1212 6 1 40 1728402675 1728402724 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 65.100.46.164 12.0.1.36 123 58793 17 1 76 1728402675 1728402724 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 65.100.46.164 58793 123 17 1 76 1728402675 1728402724 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 178.128.84.112 12.0.1.36 33838 8888 6 1 44 1728402675 1728402724 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 38.110.42.253 12.0.1.36 0 0 1 1 30 1728402675 1728402724 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 38.110.42.253 0 0 1 1 30 1728402675 1728402724 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 95.217.170.43 12.0.1.36 443 52431 6 1 44 1728402725 1728402784 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 147.45.79.195 12.0.1.36 55764 8443 6 1 40 1728402725 1728402784 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 210.105.70.233 12.0.1.36 42654 26 6 1 40 1728402725 1728402784 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 118.194.251.37 12.0.1.36 40757 8834 6 1 60 1728402725 1728402784 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 83.143.200.120 12.0.1.36 39061 23 6 1 40 1728402725 1728402784 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 176.124.205.152 12.0.1.36 62714 1723 6 2 104 1728402725 1728402784 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 45.84.89.3 12.0.1.36 63089 3128 6 1 52 1728402725 1728402784 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 52.95.21.209 12.0.1.36 443 53272 6 22 7107 1728402785 1728402844 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 52.95.21.209 53272 443 6 15 3726 1728402785 1728402844 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 185.242.226.27 12.0.1.36 33009 4343 6 1 40 1728402785 1728402844 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 185.16.39.118 12.0.1.36 34416 85 6 1 40 1728402785 1728402844 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 185.234.216.92 12.0.1.36 53006 4530 6 1 40 1728402785 1728402844 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 110.182.189.209 12.0.1.36 38858 23 6 1 40 1728402785 1728402844 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 48.216.196.240 12.0.1.36 46801 9000 6 1 40 1728402785 1728402844 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 87.241.159.232 12.0.1.36 34477 5555 6 1 44 1728402855 1728402904 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 104.167.215.195 12.0.1.36 123 56824 17 1 76 1728402855 1728402904 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 104.167.215.195 56824 123 17 1 76 1728402855 1728402904 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 45.79.111.167 12.0.1.36 123 42910 17 1 76 1728402855 1728402904 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 45.79.111.167 42910 123 17 1 76 1728402855 1728402904 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 185.125.190.56 12.0.1.36 123 36780 17 1 76 1728402855 1728402904 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 185.125.190.56 36780 123 17 1 76 1728402855 1728402904 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 91.189.91.157 12.0.1.36 123 49485 17 1 76 1728402905 1728402964 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 91.189.91.157 49485 123 17 1 76 1728402905 1728402964 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 45.163.7.39 12.0.1.36 53460 23 6 1 40 1728402905 1728402964 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 135.148.10.166 12.0.1.36 42701 49152 6 1 60 1728402905 1728402964 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 185.125.190.57 52770 123 17 1 76 1728402905 1728402964 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 203.178.148.19 12.0.1.36 0 0 1 1 32 1728402905 1728402964 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 203.178.148.19 0 0 1 1 32 1728402905 1728402964 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 185.125.190.58 12.0.1.36 123 58806 17 1 76 1728402905 1728402964 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 185.125.190.58 58806 123 17 1 76 1728402905 1728402964 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 193.163.125.220 12.0.1.36 42098 18080 6 1 44 1728402905 1728402964 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 216.229.0.50 12.0.1.36 123 53234 17 1 76 1728402905 1728402964 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 216.229.0.50 53234 123 17 1 76 1728402905 1728402964 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 87.120.113.203 12.0.1.36 54023 80 6 1 40 1728402999 1728403024 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 94.102.49.119 12.0.1.36 42437 3389 6 1 40 1728402999 1728403024 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 195.158.6.14 12.0.1.36 42566 1433 6 1 40 1728402999 1728403024 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 51.159.103.10 12.0.1.36 61000 2222 6 1 40 1728403039 1728403084 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 190.205.86.41 12.0.1.36 32724 23 6 1 40 1728403039 1728403084 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 206.168.35.118 12.0.1.36 28739 3260 6 1 60 1728403039 1728403084 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 172.169.107.168 12.0.1.36 35382 5631 6 1 40 1728403039 1728403084 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 121.43.108.127 12.0.1.36 44750 6379 6 1 60 1728403093 1728403144 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 120.83.242.182 12.0.1.36 64864 23 6 1 40 1728403093 1728403144 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 216.218.206.79 12.0.1.36 37157 7547 6 1 40 1728403093 1728403144 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 95.217.170.43 12.0.1.36 443 39749 6 1 44 1728403147 1728403205 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 121.163.39.105 12.0.1.36 47622 23 6 1 40 1728403147 1728403205 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 216.229.0.50 12.0.1.36 123 33532 17 1 76 1728403147 1728403205 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 216.229.0.50 33532 123 17 1 76 1728403147 1728403205 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 27.148.249.65 12.0.1.36 0 0 1 2 68 1728403147 1728403205 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 27.148.249.65 0 0 1 2 68 1728403147 1728403205 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 154.213.184.15 12.0.1.36 34479 5555 6 1 40 1728403147 1728403205 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 51.210.69.114 12.0.1.36 55949 5985 6 1 40 1728403217 1728403265 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 109.251.110.227 12.0.1.36 5469 23 6 1 40 1728403217 1728403265 REJECT OK
